ID,BILL_SEPT,BILL_AUG,BILL_JULY,BILL_JUNE,BILL_MAY,BILL_APRIL,PAY_SEPT,PAY_AUG,PAY_JULY,PAY_JUNE,PAY_MAY,PAY_APRIL,AGE,SEX,EDUCATION,MARRIAGE,DEFAULT
6915,63004,66964,75856,74062,72756,76355,5000,10000,0,0,5000,5000,27,Male,University,Single,Yes
6916,7666,6664,6598,6632,6666,6666,6664,6600,6700,6700,6666,6982,25,Female,University,Single,NO
6917,6883,9108,8813,10066,10017,9705,2500,0,1400,1100,0,500,22,Male,Graduate School,Single,Yes
6918,273138,279307,273333,277270,284915,286837,12000,0,10000,12180,10000,10817,26,Male,Graduate School,Single,Yes
6919,241565,244619,127074,14,124493,128463,13000,6500,0,124479,6000,6500,40,Female,University,Single,NO
6920,38660,38942,39787,40069,37647,38268,2500,1877,2000,3000,1400,5000,28,Female,High School,Married,NO
6921,0,0,3210,0,0,2712,0,3210,0,0,2712,0,32,Female,Graduate School,Single,Yes
6922,2187,1461,53603,976,20825,1159,1469,53871,981,20929,1164,0,29,Female,Graduate School,Single,NO
6923,-15,16596,1935,5365,0,294,16611,1935,5365,0,294,741,35,Female,Graduate School,Single,NO
6924,3645,9077,4234,7118,8187,8708,9088,4234,7118,8187,8708,9291,43,Male,Graduate School,Married,NO
6925,45681,14657,9677,8826,10177,9865,1209,1300,350,1500,0,300,49,Female,University,Others,NO
6926,0,0,0,0,0,0,0,0,0,0,0,0,44,Female,University,Single,Yes
6927,60270,65005,63309,62369,64603,66584,5706,0,2250,5000,4800,0,24,Female,University,Single,Yes
6928,24579,23741,11666,11806,11081,11396,1187,1500,616,500,500,485,26,Female,University,Married,NO
6929,112936,117021,107837,96546,95489,97347,6000,5000,3400,3617,3600,3700,31,Female,Graduate School,Single,NO
6930,18243,17557,19880,19471,16211,14365,1677,3000,590,687,524,235,39,Male,High School,Single,Yes
6931,0,0,0,0,0,1392,0,0,0,0,1392,12884,35,Female,Graduate School,Single,NO
6932,127021,132595,102667,108998,117186,121062,28500,5000,9604,10000,6000,14000,28,Male,Graduate School,Single,NO
6933,4331,60446,30592,154167,13410,25426,60446,30594,150843,163881,25426,39526,37,Male,Graduate School,Single,Yes
6934,50739,50142,18894,18512,16853,18401,1500,1500,1000,1000,2000,1000,59,Male,High School,Others,NO
6935,262,3771,5474,69536,76188,72678,3771,5474,69536,10000,4000,2100,28,Female,Graduate School,Single,NO
6936,90930,94502,93559,95060,88930,-23670,5032,2263,1901,1779,0,0,41,Male,Graduate School,Married,NO
6937,87313,90345,37554,7628,1026,1422,5000,6000,2000,1000,1422,3600,28,Male,Graduate School,Single,NO
6938,112050,115353,112099,118764,120780,123710,6501,0,10000,4001,5000,0,27,Male,University,Single,NO
6939,-200,-200,-200,6682,1718,1512,0,0,6882,1734,1512,0,51,Male,Graduate School,Married,NO
6940,15512,2552,13890,2545,15688,3088,2552,13914,2545,16508,3088,0,23,Female,Graduate School,Single,NO
6941,18460,20321,22643,20864,25604,28748,3000,3000,2000,5634,3748,1000,33,Female,Graduate School,Single,NO
6942,2781,12515,3090,1879,30467,4460,12540,3099,1884,30468,4473,5635,48,Female,High School,Single,NO
6943,0,0,0,0,0,0,0,0,0,0,0,0,27,Male,University,Single,Yes
6944,3311,4254,2234,5404,2375,10078,4019,2019,5025,2011,10046,3017,33,Male,University,Single,NO
6945,1261,2261,1390,390,390,0,2261,1390,390,390,0,780,50,Female,University,Married,Yes
6946,1552,2452,1878,1482,326,-70,2452,0,0,0,0,3000,25,Male,University,Single,Yes
6947,2345,2572,15,947,631,715,1007,16,1578,0,400,1,37,Female,University,Married,Yes
6948,56852,58031,59202,60304,61650,0,2688,2730,2680,2850,0,0,64,Male,High School,Married,NO
6949,11123,7883,16477,13207,73813,34935,7936,18207,0,22479,34935,5382,35,Female,Graduate School,Single,NO
6950,82150,0,0,0,0,0,0,0,0,0,0,0,40,Female,University,Married,Yes
6951,41991,42736,45821,46767,45886,48701,1720,3805,2000,0,3581,0,27,Female,High School,Single,NO
6952,5231,6299,6052,6299,7190,7469,1300,0,500,1000,400,1500,26,Female,University,Single,Yes
6953,176731,177490,178659,138243,138023,137923,6814,7756,4788,5100,5500,5100,31,Female,University,Single,NO
6954,62188,62848,56718,47191,45959,47635,3000,2200,1700,1700,2441,2000,64,Male,High School,Married,NO
6955,0,0,0,0,0,0,0,0,0,0,0,0,33,Female,Graduate School,Single,Yes
6956,6482,8853,22238,9877,10110,23910,8853,22243,9877,10110,24616,5952,50,Female,Graduate School,Married,NO
6957,0,0,0,619,39224,34881,0,0,619,39224,1500,1500,28,Female,Graduate School,Single,NO
6958,67714,51385,35160,13425,8517,6174,2102,1021,274,3001,1004,4005,24,Female,University,Single,Yes
6959,36382,2000,400,0,1398,4626,2000,400,0,1398,4626,0,27,Female,Graduate School,Single,NO
6960,8161,10086,12985,0,560,0,2000,3000,0,560,0,0,32,Female,Graduate School,Single,NO
6961,48538,49580,47557,20914,19646,20332,3000,3006,1500,701,1000,1000,34,Male,University,Others,NO
6962,64586,62983,64885,68164,66948,71122,0,2950,4965,0,5289,0,47,Male,University,Single,NO
6963,390,770,580,1380,0,390,770,590,1400,0,390,390,38,Male,Graduate School,Single,Yes
6964,241153,204223,151253,138087,109094,106004,10000,5214,4500,5000,4200,5000,40,Male,Graduate School,Married,Yes
6965,56093,0,0,0,12974,0,0,0,0,12974,0,5616,41,Female,Graduate School,Married,NO
6966,49385,49527,29550,29894,30125,30192,1500,1467,1201,1236,1103,1042,23,Female,High School,Single,NO
6967,0,0,0,0,0,0,0,0,0,0,0,0,32,Female,High School,Married,NO
6968,43030,44335,45351,46317,55506,56609,2000,1755,1721,10000,2028,3000,29,Female,University,Single,NO
6969,6302,7993,8506,8716,8926,9128,1800,800,500,500,500,400,25,Male,University,Single,Yes
6970,0,0,0,0,4595,198,0,0,0,4595,198,5095,45,Female,Graduate School,Single,NO
6971,371,3523,483,12988,92539,94292,3540,485,13052,92539,3160,1910,49,Male,University,Married,NO
6972,15960,0,-1953,5985,6893,8273,0,18047,7985,1000,2000,0,37,Male,University,Single,NO
6973,1902,2161,1144,1346,1024,-4,2170,1149,1352,1029,0,654,38,Male,Graduate School,Married,NO
6974,53890,54084,52026,51899,50836,47828,2200,0,1800,105,2300,1600,24,Male,University,Single,NO
6975,12793,14185,12970,14786,12794,14180,14212,12985,14816,12808,14201,14109,31,Male,University,Married,NO
6976,92675,92857,80748,80708,75366,76590,3445,709,6077,2805,2906,0,36,Female,High School,Married,NO
6977,29063,28601,28503,27525,27630,0,1908,1200,2,835,0,0,27,Male,University,Single,NO
6978,6389,59407,26616,15333,9995,4175,59570,1105,10021,51,4735,1733,44,Male,University,Married,NO
6979,998,998,0,499,724,390,0,0,499,724,390,424,30,Male,Graduate School,Single,NO
6980,49467,50551,53490,104477,54351,25346,1880,3819,2073,5264,2571,53860,57,Female,High School,Single,NO
6981,44552,45831,46870,48089,49311,50296,2000,1800,2000,2000,1803,2000,35,Female,University,Married,NO
6982,1894,316,316,514,316,1605,316,316,514,316,1605,316,38,Female,University,Married,Yes
6983,7795,4110,10269,5880,3330,4339,4112,10269,118,67,2000,2128,24,Female,Graduate School,Single,NO
6984,311,830,225,0,0,0,832,225,0,0,0,0,51,Female,Graduate School,Married,NO
6985,6085,6607,2800,11052,10522,9150,1045,1028,11052,311,183,0,43,Male,High School,Single,Yes
6986,50657,50529,49162,19969,19893,20282,2015,2190,809,3012,5795,2001,40,Male,Graduate School,Married,NO
6987,3136,1286,1047,-239,1475,1289,1286,1047,0,3000,0,0,27,Female,Graduate School,Single,NO
6988,59853,24975,26000,26545,30966,30330,1500,1450,965,4864,0,1001,50,Female,University,Single,NO
6989,48091,47028,46672,28478,29074,29671,1,2213,1019,1055,1080,1245,51,Male,High School,Married,Yes
6990,52623,51208,57538,56019,60135,61298,0,7200,0,5200,2300,0,26,Female,University,Single,NO
6991,5119,5546,6302,7193,8075,8938,1500,1000,1000,1000,1000,1000,59,Male,High School,Single,NO
6992,326,326,326,326,326,326,326,326,326,326,326,326,40,Female,University,Married,NO
6993,0,3363,13581,1024,7853,5562,3363,13591,1026,7853,5562,990,36,Female,Graduate School,Single,NO
6994,0,0,0,0,0,0,0,0,0,0,0,0,28,Female,Graduate School,Single,NO
6995,407490,415276,384242,343283,320407,328827,16195,15282,15164,12005,15000,10507,28,Female,High School,Single,NO
6996,16098,17130,18621,19017,18571,19264,1597,2088,1000,0,1001,380,41,Male,Graduate School,Single,Yes
6997,38449,38433,37038,38336,12907,13541,3000,1800,2000,600,1000,5000,25,Male,University,Single,NO
6998,498,498,498,498,3482,2793,498,498,498,3482,0,483,33,Male,Graduate School,Single,NO
6999,30262,37068,14271,9884,4090,6108,37092,10071,9884,4090,6108,19933,41,Male,Graduate School,Married,NO
7000,47349,46353,38081,16970,17695,18401,1892,2600,2000,1000,1000,1500,57,Female,High School,Married,Yes
7001,20741,21906,23183,13273,3027,3177,1500,1700,750,200,200,100,22,Female,High School,Single,NO
7002,2292,5139,8290,35024,10881,7208,5227,8309,35026,10883,7310,4890,55,Male,Graduate School,Married,NO
7003,48401,49326,50207,51081,52118,51129,2000,2000,2000,2001,0,4100,39,Female,High School,Married,NO
7004,12066,0,0,0,0,0,0,0,0,0,0,0,58,Male,High School,Single,NO
7005,27371,871,871,2042,1021,1666,871,871,2042,0,1666,316,29,Female,Graduate School,Single,NO
7006,101557,101518,97664,70995,70183,71068,5000,4000,2700,2500,2800,2600,28,Female,University,Single,NO
7007,0,0,0,1248,1479,0,0,0,1248,1479,0,0,33,Female,Graduate School,Married,NO
7008,38034,39044,38458,39222,40043,40854,1632,1639,1403,1452,1475,1117,44,Female,University,Married,NO
7009,16208,16942,18255,18468,19715,19250,1300,1600,813,1700,0,831,41,Female,High School,Married,NO
7010,6827,7849,8704,8877,9063,9318,1290,1145,318,329,406,186,59,Male,University,Married,NO
7011,4323,650,10453,10115,600,1788,650,10453,202,1098,1788,200,43,Male,High School,Married,NO
7012,11211,12329,11846,25920,8035,8521,12329,11846,25924,161,8521,5538,37,Female,Graduate School,Single,NO
7013,4358,3160,2611,8710,5127,8758,3169,2618,8736,5142,8766,15040,29,Male,High School,Single,NO
7014,37293,35441,26265,19526,13250,11250,1634,1420,391,300,500,0,32,Male,University,Married,NO
7015,2371,40800,1995,285,4926,5523,40824,2340,0,4970,5527,903,41,Female,University,Single,NO
7016,93669,101892,76452,20965,50466,61566,10147,5331,10000,30000,12000,10000,45,Female,Graduate School,Married,NO
7017,14529,16597,18968,21435,27151,26815,5500,3000,4000,8000,4000,5000,31,Male,University,Single,Yes
7018,19845,18245,17658,16576,13529,10387,1694,1368,547,504,347,6000,38,Male,University,Single,NO
7019,43072,43537,41016,40702,40676,27560,3768,3500,2500,4000,3000,3000,28,Female,University,Single,NO
7020,19043,20210,18091,19431,19478,17492,1500,1408,5000,1000,2000,5000,24,Female,University,Single,NO
7021,55396,56493,55594,50417,45347,46247,8000,6000,1709,1645,1653,1725,51,Male,High School,Married,NO
7022,180962,181870,159975,138349,112371,111979,6601,5085,4087,4220,27704,73000,43,Female,University,Single,NO
7023,59586,60842,61749,65130,63816,65011,2800,2500,5000,0,2400,2400,44,Male,University,Married,Yes
7024,50060,54213,49512,18657,33296,32622,5000,2655,800,15000,0,10000,42,Female,University,Married,NO
7025,22371,24569,28630,29962,30733,39192,2569,4500,1800,2000,9000,5000,25,Female,University,Single,NO
7026,106947,71111,25286,8773,3786,390,1965,5064,5007,3788,390,390,40,Male,University,Others,Yes
7027,270005,262579,248080,232961,217802,202092,9500,9000,8086,14700,7000,9000,35,Female,Graduate School,Married,NO
7028,153201,136157,115733,93359,55264,11292,5933,9851,4214,4300,0,1000,27,Female,Graduate School,Single,NO
7029,63977,64854,69258,67546,71938,73605,2500,6100,0,5500,3000,0,49,Male,Graduate School,Married,Yes
7030,-433,-433,-433,8567,17363,0,0,0,9000,17363,0,0,40,Female,Graduate School,Single,NO
7031,38173,38750,39493,39879,40314,40725,1957,1700,1408,1448,1456,1475,43,Female,University,Married,NO
7032,16204,7870,18041,4288,2270,467,7870,18090,4288,2270,467,18,40,Female,Graduate School,Married,NO
7033,52754,50393,25953,27350,19931,16845,3000,5000,3000,3002,3007,7000,31,Female,University,Married,NO
7034,28329,28980,29564,29710,29700,0,1800,1774,920,1102,4014,0,24,Female,University,Married,NO
7035,48139,49364,50558,23921,24423,25059,2299,2493,856,887,1043,922,30,Female,University,Married,NO
7036,317,0,0,0,0,0,0,0,0,0,0,0,37,Female,Graduate School,Married,NO
7037,325,537,4233,857,325,325,537,4233,857,325,325,954,35,Male,Graduate School,Single,NO
7038,112593,112623,115258,119620,118928,121619,3300,6000,7800,1500,4800,0,52,Male,Graduate School,Married,NO
7039,0,8602,0,880,1018,99,8602,0,880,1018,99,1922,61,Male,University,Married,NO
7040,1906,3970,3406,1703,495,6616,4000,2703,0,495,6616,495,25,Female,University,Married,NO
7041,39823,61597,52210,27843,28926,11931,30006,23016,566,22323,11931,10683,39,Female,Graduate School,Married,NO
7042,31281,30832,20497,19465,18474,20096,2556,1582,811,700,2318,1101,51,Male,University,Married,NO
7043,-12,488,488,488,-260,-506,500,0,0,0,0,0,26,Female,Graduate School,Single,NO
7044,42509,43565,44530,40206,46538,47311,2041,2006,1632,7177,1701,0,24,Male,Graduate School,Single,NO
7045,326,645,586,600,485,0,645,586,600,485,0,0,42,Female,University,Married,NO
7046,11030,5331,20985,6932,37345,28798,5331,20985,6932,37845,2000,11200,26,Female,Graduate School,Single,NO
7047,9715,9415,11254,10777,12096,13895,0,2000,0,1500,2000,0,53,Female,University,Married,NO
7048,0,2500,0,0,0,0,2500,0,0,0,0,0,32,Male,University,Married,Yes
7049,314607,322032,327193,333278,340791,348006,14000,12000,13000,13000,13000,12200,44,Female,Graduate School,Single,Yes
7050,2738,8192,3595,900,6483,0,8199,3622,900,6483,0,0,34,Female,University,Married,NO
7051,217016,204418,204377,146575,144521,147938,8049,9000,6000,5500,5816,5500,55,Female,High School,Married,Yes
7052,780,0,-1500,780,0,0,0,0,2280,0,0,0,51,Male,University,Single,NO
7053,36134,21827,421,421,2876,1949,21000,421,421,2876,1949,8090,29,Female,University,Single,Yes
7054,25706,25040,25376,23845,21691,20426,1434,2456,784,0,778,573,46,Female,High School,Married,Yes
7055,49982,49650,48321,30281,30380,28852,1963,1739,1033,1058,1041,1007,24,Female,Graduate School,Single,NO
7056,30588,26860,21165,21281,22938,22422,0,1646,762,2000,0,647,31,Male,High School,Single,Yes
7057,48186,48924,47837,51361,50417,51400,1800,0,4321,0,2400,0,29,Male,Graduate School,Single,Yes
7058,35564,25173,10633,7217,7364,-7,2086,3017,144,147,0,763,28,Male,University,Single,NO
7059,4153,2199,5565,4050,4922,15362,1002,5565,4050,4922,15362,12000,34,Female,University,Married,NO
7060,40087,38281,34519,33965,33273,31960,0,1466,1282,1293,1257,3013,30,Female,University,Others,NO
7061,12006,13024,14795,14313,14762,14902,1171,1942,0,626,478,495,37,Female,University,Married,NO
7062,16493,15545,16557,16857,18121,18375,0,1275,575,1539,700,0,29,Female,University,Single,Yes
7063,193300,191254,176720,164729,162097,154016,6860,5870,5009,5543,6037,5002,30,Female,University,Single,NO
7064,19716,20518,16551,1700,0,0,1547,1350,1700,0,0,0,37,Male,High School,Single,NO
7065,47020,48383,47231,20508,20584,19625,2139,2500,6,2000,2000,2000,23,Female,University,Single,Yes
7066,8272,10128,11106,11443,10323,11150,2000,1163,500,376,1000,800,25,Female,Graduate School,Single,NO
7067,0,0,3786,3786,2881,2430,0,3786,0,2881,2430,0,32,Female,Graduate School,Single,NO
7068,750,750,750,750,2450,2150,0,0,0,2000,0,0,30,Female,Graduate School,Single,NO
7069,106628,100750,86686,78497,67612,55050,7400,0,4800,1800,0,2100,37,Male,University,Married,Yes
7070,112212,109495,48950,20253,18810,19496,5170,21287,1353,1000,1000,607,38,Male,University,Single,NO
7071,28054,31201,31594,30787,34513,34995,3600,1200,0,4246,1200,1500,40,Male,Graduate School,Married,Yes
7072,95794,97390,94110,92823,68136,53170,4000,0,2000,2000,3000,0,32,Male,Graduate School,Single,NO
7073,-780,-783,909,2004,2008,0,0,1692,2004,4,54,0,41,Female,University,Married,NO
7074,124716,127047,128479,129869,132540,135201,5800,5000,5000,4900,5000,5000,31,Female,University,Single,Yes
7075,836,9376,85924,33342,33193,32993,9376,85924,1167,1197,1180,1163,45,Female,University,Single,NO
7076,31199,36067,24727,30182,27043,25995,12009,2111,11000,1000,6000,6001,43,Female,High School,Others,NO
7077,61759,60399,38994,40338,40142,39904,2600,2000,2000,1614,1590,2000,42,Female,University,Married,NO
7078,25375,26128,25327,25775,0,0,1500,1852,1300,0,0,0,40,Male,Graduate School,Married,NO
7079,181048,186444,188596,192145,195813,198648,8500,7000,6800,7000,6965,7500,43,Female,University,Married,NO
7080,2207,263,4531,1211,4015,2042,263,4531,0,4015,0,1007,42,Female,High School,Married,NO
7081,347994,311267,365723,370496,374405,373155,0,90000,14011,14029,14052,14000,35,Female,University,Single,NO
7082,136286,183615,184792,195062,195156,192436,50000,7000,15000,7500,7500,10000,36,Female,University,Married,Yes
7083,16170,15646,14020,13345,0,0,0,5,1925,0,0,0,31,Male,Graduate School,Single,Yes
7084,6764,6500,6764,1743,149153,145597,6500,6764,3542,161064,5072,4891,29,Female,University,Married,NO
7085,206803,207471,152365,146625,146163,146180,7876,5400,6000,6000,6000,10000,40,Female,Graduate School,Married,NO
7086,0,0,0,0,0,0,0,0,0,0,0,0,36,Female,Graduate School,Married,Yes
7087,0,0,0,0,0,0,0,0,0,0,0,0,38,Male,High School,Married,NO
7088,6504,1046,0,0,910,382,1046,0,0,910,0,532,27,Female,Graduate School,Single,Yes
7089,104344,106814,104047,88269,90264,88823,6003,5009,5750,3500,3500,3200,55,Female,University,Married,NO
7090,95956,87294,85336,81640,82462,80964,4231,4061,2846,2800,2909,2601,28,Female,Graduate School,Single,Yes
7091,114538,117171,115941,116877,117359,117029,6000,5500,4160,4120,4250,4380,29,Female,University,Single,NO
7092,17313,20019,19399,19785,20465,20877,3000,0,709,1000,750,1000,23,Female,University,Single,Yes
7093,32016,29052,23115,20354,7438,4887,2004,2009,5004,1000,1000,3000,41,Female,University,Single,Yes
7094,313383,313136,317847,313990,312070,319672,12937,13036,10072,9600,11056,9964,32,Female,Graduate School,Single,NO
7095,75652,44675,-183,-218,-218,-218,1020,0,0,0,0,0,27,Female,University,Married,Yes
7096,4561,6474,8353,13192,14871,11536,2000,2000,5000,2000,1000,2000,23,Female,University,Single,NO
7097,-258,-258,-258,1209,703,990,0,0,1467,703,990,3200,34,Female,Graduate School,Single,NO
7098,380,380,380,15240,19656,24006,380,380,15240,5000,5000,7396,38,Male,Graduate School,Married,NO
7099,85317,86865,88760,35671,36977,38931,3813,4013,1274,1878,3116,0,47,Female,University,Married,NO
7100,162500,122372,66038,67934,69834,71668,4781,3000,3000,3000,3000,3000,41,Male,University,Single,NO
7101,108924,109705,108748,108116,108951,109901,4000,5500,4000,4100,4300,4000,24,Female,University,Single,NO
7102,1246,1845,471,471,248,335,1845,471,471,248,335,200,33,Female,Graduate School,Single,NO
7103,41646,43257,31473,1473,1473,3873,4000,5300,1473,1473,3873,390,35,Male,High School,Single,NO
7104,47315,34623,34347,36082,32957,18797,3000,3500,9700,4000,6300,3000,44,Female,Others,Married,NO
7105,20666,20666,10000,20666,10000,10000,20666,10000,20666,10000,10000,10500,37,Female,Graduate School,Single,NO
7106,48593,48653,15433,15037,10527,10736,1278,1469,463,381,383,398,47,Male,High School,Single,NO
7107,0,0,0,0,0,0,0,0,0,0,0,0,43,Male,Graduate School,Married,NO
7108,290,930,977,0,0,0,1534,977,0,0,0,0,28,Female,Graduate School,Single,NO
7109,2992,0,0,0,0,150,0,0,0,0,150,310,36,Female,Graduate School,Single,NO
7110,28347,29880,29588,30687,25637,26468,2000,2000,2200,0,1800,0,28,Female,University,Single,NO
7111,68928,43431,61756,88416,59964,44873,43894,61816,39022,10041,15080,46146,27,Male,University,Single,NO
